Wed Sep  7 11:04:41 EDT 2016 - started
                    extended device statistics
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005A4DEE00000336499AD1F3d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F900000261492D615Ad0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F900000261492D615Ad0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB6F900000262492D632Ad0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F900000262492D632Ad0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB68A00000252492D62D3d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB68A00000252492D62D3d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F900000263492D64D2d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F900000263492D64D2d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB68A00000254492D63E3d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB68A00000254492D63E3d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB6F900000264492D663Ad0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB6F900000264492D663Ad0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB68A00000256492D64FFd0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.3   0   0 c18t600A0B80005AB68A00000256492D64FFd0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB68A0000024E492D5F09d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.3   0   0 c18t600A0B80005AB68A0000024E492D5F09d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB68A00000250492D6125d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.3   0   0 c18t600A0B80005AB68A00000250492D6125d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB6F90000025F492D5E50d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F90000025F492D5E50d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F900000260492D5FD8d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.3   0   0 c18t600A0B80005AB6F900000260492D5FD8d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F90000025E492D5D0Cd0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.3   0   0 c18t600A0B80005AB6F90000025E492D5D0Cd0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB68A0000024A492D5C69d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB68A0000024A492D5C69d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB68A0000024C492D5D69d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB68A0000024C492D5D69d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 c18t600A0B80005AB6F90000025D492D5BC2d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB6F90000025D492D5BC2d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB68A00000248492D5B51d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB68A00000248492D5B51d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F900000265492D6714d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F900000265492D6714d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB68A00000258492D66EFd0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t600A0B80005AB68A00000258492D66EFd0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB68A00000244492D5907d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB68A00000244492D5907d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F90000025A492D5864d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F90000025A492D5864d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB6F90000025C492D5B14d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.3   0   0 c18t600A0B80005AB6F90000025C492D5B14d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t600A0B80005AB68A0000023D492D5491d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.3   0   0 c18t600A0B80005AB68A0000023D492D5491d0s0
 1223.5  103.5 30581.5 4058.0  0.0  8.9    0.0    6.7   1  47 c18t60002AC000000000000000560000AC75d0
 1223.5  103.5 30581.5 4058.0  0.0  8.9    0.0    6.7   1  47 c18t60002AC000000000000000560000AC75d0s0
 1232.7  104.6 30681.7 4060.1  0.0  8.9    0.0    6.7   1  47 c18t60002AC000000000000000550000AC75d0
 1232.7  104.6 30681.7 4060.1  0.0  8.9    0.0    6.7   1  47 c18t60002AC000000000000000550000AC75d0s0
 1228.3  103.8 30573.1 4057.9  0.0  8.8    0.0    6.6   1  47 c18t60002AC000000000000000540000AC75d0
 1228.3  103.8 30573.1 4057.9  0.0  8.8    0.0    6.6   1  47 c18t60002AC000000000000000540000AC75d0s0
 1237.1  104.9 30675.4 4060.1  0.0  8.9    0.0    6.6   1  47 c18t60002AC000000000000000530000AC75d0
 1237.1  104.9 30675.4 4060.1  0.0  8.9    0.0    6.6   1  47 c18t60002AC000000000000000530000AC75d0s0
 1221.2  103.6 30586.9 4058.0  0.0  8.9    0.0    6.7   1  47 c18t60002AC000000000000000520000AC75d0
 1221.2  103.6 30586.9 4058.0  0.0  8.9    0.0    6.7   1  47 c18t60002AC000000000000000520000AC75d0s0
 1230.0  104.6 30687.6 4060.1  0.0  8.9    0.0    6.7   1  47 c18t60002AC000000000000000510000AC75d0
 1230.0  104.6 30687.6 4060.1  0.0  8.9    0.0    6.7   1  47 c18t60002AC000000000000000510000AC75d0s0
 1190.1  102.0 30634.0 4058.0  0.0  9.1    0.0    7.0   1  47 c18t60002AC000000000000000500000AC75d0
 1190.1  102.0 30634.0 4058.0  0.0  9.1    0.0    7.0   1  47 c18t60002AC000000000000000500000AC75d0s0
 1198.5  102.9 30731.9 4060.1  0.0  9.1    0.0    7.0   1  47 c18t60002AC0000000000000004F0000AC75d0
 1198.5  102.9 30731.9 4060.1  0.0  9.1    0.0    7.0   1  47 c18t60002AC0000000000000004F0000AC75d0s0
 1196.2  102.0 30625.4 4058.0  0.0  9.0    0.0    6.9   1  46 c18t60002AC0000000000000004E0000AC75d0
 1196.2  102.0 30625.4 4058.0  0.0  9.0    0.0    6.9   1  46 c18t60002AC0000000000000004E0000AC75d0s0
 1204.9  103.0 30724.8 4060.1  0.0  9.0    0.0    6.9   1  47 c18t60002AC0000000000000004D0000AC75d0
 1204.9  103.0 30724.8 4060.1  0.0  9.0    0.0    6.9   1  47 c18t60002AC0000000000000004D0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000570000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.6   0   0 c18t60002AC000000000000000570000AC75d0s2
    0.0    6.9    0.1  874.9  0.0  0.0    0.0    2.8   0   1 c18t60002AC000000000000000590000AC75d0
    0.0    6.9    0.1  874.9  0.0  0.0    0.0    2.8   0   1 c18t60002AC000000000000000590000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    1.2   0   0 c18t60002AC000000000000000590000AC75d0s2
    0.3   18.7    5.2 2032.0  0.0  0.9    0.0   48.5   0   1 c18t60050763008209F36000000000000002d0
    0.3   18.7    5.2 2032.0  0.0  0.9    0.0   48.5   0   1 c18t60050763008209F36000000000000002d0s0
    0.3   18.9    7.2 2031.3  0.0  0.6    0.0   29.7   0   1 c18t60050763008209F36000000000000001d0s0
    0.3   18.7    5.2 2033.0  0.0  0.9    0.0   49.6   0   1 c18t60050763008209F36000000000000000d0s0
    0.3   18.9    7.2 2031.3  0.0  0.6    0.0   29.7   0   1 c18t60050763008209F36000000000000001d0
    0.3   18.7    5.2 2033.0  0.0  0.9    0.0   49.6   0   1 c18t60050763008209F36000000000000000d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000005F0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000005F0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000005E0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000005E0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000630000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t60002AC000000000000000630000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t60002AC000000000000000620000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t60002AC000000000000000620000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    1.4   0   0 c18t60002AC000000000000000610000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    1.7   0   0 c18t60002AC000000000000000610000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t60002AC000000000000000600000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.3   0   0 c18t60002AC000000000000000600000AC75d0s0
    0.0  181.7    0.3 9157.9  0.0  0.3    0.0    1.6   0   5 c18t60002AC000000000000000640000AC75d0
    0.0  181.7    0.3 9157.9  0.0  0.3    0.0    1.6   0   5 c18t60002AC000000000000000640000AC75d0s0
    0.0  181.7    0.3 9157.9  0.0  0.3    0.0    1.6   0   5 c18t60002AC000000000000000650000AC75d0
    0.0  181.7    0.3 9157.9  0.0  0.3    0.0    1.6   0   5 c18t60002AC000000000000000650000AC75d0s0
    8.4   17.5  275.7 2103.8  0.0  0.1    0.0    3.8   0   4 c18t60002AC0000000000000008F0000AC75d0
    8.4   17.5  275.7 2103.8  0.0  0.1    0.0    3.8   0   4 c18t60002AC0000000000000008F0000AC75d0s0
    6.4   16.7  230.2 2020.3  0.0  0.1    0.0    3.7   0   3 c18t60002AC0000000000000008E0000AC75d0
    6.4   16.7  230.2 2020.3  0.0  0.1    0.0    3.7   0   3 c18t60002AC0000000000000008E0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000008D0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000008D0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000008C0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t60002AC0000000000000008C0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000008B0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000008B0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000008A0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000008A0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000890000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000890000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000880000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000880000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000870000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000870000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000860000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000860000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000850000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000850000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000840000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000840000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000830000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000830000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000820000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000820000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000810000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000810000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000800000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000800000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000007F0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000007F0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000007E0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000007E0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000007D0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000007D0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000007C0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000007C0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 c18t60002AC0000000000000007B0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000007B0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000007A0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000007A0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000790000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000790000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000780000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000780000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 c18t60002AC000000000000000770000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 c18t60002AC000000000000000770000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000760000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t60002AC000000000000000760000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000750000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000750000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000740000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000740000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000730000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000730000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 c18t60002AC000000000000000720000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000720000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000710000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000710000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000700000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000700000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 c18t60002AC0000000000000006F0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000006F0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000006E0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000006E0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000006D0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000006D0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000006C0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000006C0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000006B0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t60002AC0000000000000006B0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000006A0000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC0000000000000006A0000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000690000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000690000AC75d0s0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.1   0   0 c18t60002AC000000000000000680000AC75d0
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.2   0   0 c18t60002AC000000000000000680000AC75d0s0
