Wed Sep  7 11:04:41 EDT 2016 - started
                    extended device statistics
    r/s    w/s   kr/s   kw/s wait actv wsvc_t asvc_t  %w  %b device
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle24/dbarch686
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol20/dbarch1575
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle19/dbarch535
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool1/dbarch838
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol1/dbarch1349
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle15/dbarch298
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol53/dbarch1162
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol36/dbarch1711
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol40/dbarch1767
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol52/dbarch1130
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 fulmar1:/vol/es_sol_opt/spro11
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol103/dbarch2315
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 fulmar1:/vol/es_sol_opt/spro62/SUNWspro
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 ddn-host2-cnfs:/gpfsdata/scr/screq29
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol38/dbarch10
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol73/dbarch2021
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 woodpecker1:/vol/sol_mtools
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 fulmar1:/vol/es_local_sol/sol2sun4m/bin
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 woodpecker2:/vol/vol2/trading
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker15:/vol/f6vol24/screq44
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker17:/vol/f2vol1/screq21
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 ddn2-host7-cnfs:/gpfsdata/scr/scrnova4
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 fulmar1:/vol/es_local_sol/sol2sun4m/lib
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol56/dbarch1985
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol108/dbarch2370
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol11/dbarch1462
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle24/dbarch692
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol40/dbarch1752
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle23/dbarch655
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle24/dbarch682
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol1/dbarch1359
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol35/dbarch1661
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool6/dbarch1100
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol13/dbarch1493
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool2/dbarch850
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol8/dbarch1472
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol17/dbarch1529
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol30/dbarch1694
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool1/dbarch912
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle32:/vol/vol3/dbarch1824
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol53/dbarch1167
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle26P4/dbarch763
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle26P4/dbarch819
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol67/dbarch1323
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol62/dbarch1294
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol7/dbarch1418
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle23/dbarch722
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool5/dbarch1004
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle21/dbarch601
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool1/dbarch791
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle22/dbarch611
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol45/dbarch1802
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool1/dbarch802
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol58/dbarch1244
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool2/dbarch876
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol38/dbarch1733
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 fulmar1:/vol/es_resweb/novawww
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle24/dbarch717
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle28:/vol/vol2/dbarch1028
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol60/dbarch1252
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol26/dbarch1926
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle26P4/dbarch938
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol1/dbarch1334
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool6/dbarch1011
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol29/dbarch1644
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle24/dbarch684
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle28:/vol/vol4/dbarch1036
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle23/dbarch666
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool6/dbarch1080
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol35/dbarch1678
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol35/dbarch1709
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle20/dbarch544
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle26P5/dbarch777
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle32:/vol/vol27/dbarch1932
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol15/dbarch1518
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle22/dbarch634
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle26:/zpool3/dbarch737
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol7/dbarch1408
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 fulmar1:/vol/es_home/home3/sorin
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle26P5/dbarch771
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol99/dbarch2250
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol106/dbarch2342
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol93/dbarch2177
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol109/dbarch2373
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol112/dbarch2405
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol108/dbarch2366
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol105/dbarch2331
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol39/dbarch17
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol81/dbarch2059
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle26:/zpool3/dbarch814
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol34/dbarch64
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle26P4/dbarch762
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool2/dbarch861
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle26P5/dbarch773
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle18/dbarch465
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle18/dbarch482
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle23/dbarch653
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle21/dbarch586
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool5/dbarch987
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol34/dbarch62
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle23/dbarch680
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol20/dbarch375
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle17/dbarch20
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle13/dbarch252
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol106/dbarch2349
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol48/dbarch28
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol60/dbarch109
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle23/dbarch676
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle26:/zpool3/dbarch754
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle26P4/dbarch818
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol28/dbarch406
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle26P4/dbarch766
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle11/dbarch247
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle16/dbarch329
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool1/dbarch918
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool1/dbarch846
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle16/dbarch320
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle16/dbarch339
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle18/dbarch478
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle12/dbarch233
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle9/dbarch172
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool3/dbarch908
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol102/dbarch2306
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle21/dbarch572
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle18/dbarch481
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol88/dbarch2122
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol111/dbarch2400
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool3/dbarch904
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle18/dbarch467
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle13/dbarch265
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle18/dbarch530
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle19/dbarch501
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol105/dbarch2336
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol103/dbarch2324
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle23/dbarch721
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol96/dbarch2212
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol28/dbarch393
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle12/dbarch225
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle19/dbarch502
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle9/dbarch173
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol81/dbarch2057
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol28/dbarch1940
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol81/dbarch2054
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol94/dbarch2193
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol111/dbarch2392
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol105/dbarch2334
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol96/dbarch2210
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol92/dbarch2175
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol99/dbarch2273
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol111/dbarch2394
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle7/dbarch156
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle32:/vol/vol65/dbarch113
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle28:/vol/vol25/dbarch1141
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol33/dbarch47
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol38/dbarch1741
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool5/dbarch981
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol4/dbarch1829
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle24/dbarch713
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol68/dbarch2007
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol1/dbarch1333
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol7/dbarch1401
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool4/dbarch960
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 fulmar1:/vol/es_home/home4/datamail
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker14:/vol/f5vol25/workeq58
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker15:/vol/f6vol6/screq40
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 fulmar1:/vol/es_home/home9/sergey
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker8:/vol/vol11/workeq11
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol32/dbraw17
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker12:/vol/f4vol7/screq18
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol100/dbarch2299
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol94/dbarch2200
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol88/dbarch2133
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol28/dbarch1636
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol76/dbarch2033
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol28/dbarch1941
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol35/dbarch1688
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol35/dbarch1668
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol35/dbarch1667
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol27/dbarch1622
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle32:/vol/vol27/dbarch1928
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol86/dbarch2119
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol108/dbarch2367
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol24/dbarch1584
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle27:/zpool2/dbarch927
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol30/dbarch1657
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol13/dbarch1497
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol102/dbarch2301
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle32:/vol/vol65/dbraw759
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol67/dbarch1327
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker16:/vol/f1vol34/dbscratch8
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 fulmar1:/vol/es_home/home7/rats
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol103/dbarch2321
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle8/dbraw1040
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle32:/vol/vol27/dbarch1929
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol27/dbarch1624
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol105/dbarch2332
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol103/dbarch2326
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol43/dbarch1800
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol20/dbarch1563
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol72/dbarch2028
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol100/dbarch2292
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol103/dbarch2325
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol7/dbarch1413
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker17:/vol/f2vol6/workeq26
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker17:/vol/f2vol7/screq24
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 woodpecker2:/vol/vol7/worknova5
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol103/dbarch2320
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker8:/vol/vol47/workeq102
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker8:/vol/vol3/screq10
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol38/dbraw220
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol52/dbarch2
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol100/dbarch2290
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol107/dbarch2355
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol88/dbarch2127
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol88/dbarch2125
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol106/dbarch2344
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol44/dbarch1960
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol83/dbarch2067
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle32:/vol/vol55/dbarch1983
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol86/dbarch2115
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol111/dbarch2396
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol44/dbarch1959
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol83/dbarch2069
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol68/dbarch2014
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol109/dbarch2380
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/vol111/dbarch2390
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker16:/vol/f1vol27/workcn
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle23/dbarch668
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol60/dbarch105
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle32:/vol/vol59/dbarch73
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle33:/vol/vol6/dbarch1837
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol39/dbarch16
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle31:/vol/vol13/dbarch1496
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle32:/vol/vol23/dbarch1901
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle30:/vol/vol7/dbarch1405
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle32:/vol/vol65/dbarch118
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker12:/vol/f4vol2/screq16
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol44/dbarch36
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle7/dbarch157
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle16/dbarch326
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle18/dbarch551
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 flicker13:/vol/f3vol14/workhk
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackledns:/vol/grackle17/dbarch21
    0.0    0.0    0.0    0.0  0.0  0.0    0.0    0.0   0   0 grackle3:/vol/vol34/dbarch15
